# pi+ Be single charge exchange cross section
# source: DUET, Phys Rev C95, 045203 (table IV)
# 
# p(MeV) CEx(mb) Err(mb)
201.6       44.0       7.9
216.6       33.8       10.2
237.2       55.8       10.8
265.6       63.5       10.8
295.1       52.0       9.3
